,chrom,start,end
chr8_3283,chr8,82075000,82100000
chr8_3284,chr8,82100000,82125000
chr8_3285,chr8,82125000,82150000
chr8_3286,chr8,82150000,82175000
chr8_3287,chr8,82175000,82200000
chr8_3288,chr8,82200000,82225000
chr8_3289,chr8,82225000,82250000
chr8_3290,chr8,82250000,82275000
chr8_3291,chr8,82275000,82300000
chr8_3292,chr8,82300000,82325000
chr8_3293,chr8,82325000,82350000
chr8_3294,chr8,82350000,82375000
chr8_3295,chr8,82375000,82400000
chr8_3296,chr8,82400000,82425000
chr8_3297,chr8,82425000,82450000
chr8_3298,chr8,82450000,82475000
chr8_3299,chr8,82475000,82500000
chr8_3300,chr8,82500000,82525000
chr8_3301,chr8,82525000,82550000
chr8_3302,chr8,82550000,82575000
chr8_3303,chr8,82575000,82600000
chr8_3304,chr8,82600000,82625000
chr8_3305,chr8,82625000,82650000
chr8_3306,chr8,82650000,82675000
chr8_3307,chr8,82675000,82700000
chr8_3308,chr8,82700000,82725000
chr8_3309,chr8,82725000,82750000
chr8_3310,chr8,82750000,82775000
chr8_3311,chr8,82775000,82800000
chr8_3312,chr8,82800000,82825000
chr8_3313,chr8,82825000,82850000
chr8_3314,chr8,82850000,82875000
chr8_3315,chr8,82875000,82900000
chr8_3316,chr8,82900000,82925000
chr8_3317,chr8,82925000,82950000
chr8_3318,chr8,82950000,82975000
chr8_3319,chr8,82975000,83000000
chr8_3320,chr8,83000000,83025000
chr8_3321,chr8,83025000,83050000
chr8_3322,chr8,83050000,83075000
chr8_3323,chr8,83075000,83100000
chr8_3324,chr8,83100000,83125000
chr8_3325,chr8,83125000,83150000
chr8_3326,chr8,83150000,83175000
chr8_3327,chr8,83175000,83200000
chr8_3328,chr8,83200000,83225000
chr8_3329,chr8,83225000,83250000
chr8_3330,chr8,83250000,83275000
chr8_3331,chr8,83275000,83300000
chr8_3332,chr8,83300000,83325000
chr8_3333,chr8,83325000,83350000
chr8_3334,chr8,83350000,83375000
chr8_3335,chr8,83375000,83400000
chr8_3336,chr8,83400000,83425000
chr8_3337,chr8,83425000,83450000
chr8_3338,chr8,83450000,83475000
chr8_3339,chr8,83475000,83500000
chr8_3340,chr8,83500000,83525000
chr8_3341,chr8,83525000,83550000
chr8_3342,chr8,83550000,83575000
chr8_3343,chr8,83575000,83600000
chr8_3344,chr8,83600000,83625000
chr8_3345,chr8,83625000,83650000
chr8_3346,chr8,83650000,83675000
chr8_3347,chr8,83675000,83700000
chr8_3348,chr8,83700000,83725000
chr8_3349,chr8,83725000,83750000
chr8_3350,chr8,83750000,83775000
chr8_3351,chr8,83775000,83800000
chr8_3352,chr8,83800000,83825000
chr8_3353,chr8,83825000,83850000
chr8_3354,chr8,83850000,83875000
chr8_3355,chr8,83875000,83900000
chr8_3356,chr8,83900000,83925000
chr8_3357,chr8,83925000,83950000
chr8_3358,chr8,83950000,83975000
chr8_3359,chr8,83975000,84000000
chr8_3360,chr8,84000000,84025000
chr8_3361,chr8,84025000,84050000
chr8_3362,chr8,84050000,84075000
chr8_3363,chr8,84075000,84100000
chr8_3364,chr8,84100000,84125000
chr8_3365,chr8,84125000,84150000
chr8_3366,chr8,84150000,84175000
chr8_3367,chr8,84175000,84200000
chr8_3368,chr8,84200000,84225000
chr8_3369,chr8,84225000,84250000
chr8_3370,chr8,84250000,84275000
chr8_3371,chr8,84275000,84300000
chr8_3372,chr8,84300000,84325000
chr8_3373,chr8,84325000,84350000
chr8_3374,chr8,84350000,84375000
chr8_3375,chr8,84375000,84400000
chr8_3376,chr8,84400000,84425000
chr8_3377,chr8,84425000,84450000
chr8_3378,chr8,84450000,84475000
chr8_3379,chr8,84475000,84500000
chr8_3380,chr8,84500000,84525000
chr8_3381,chr8,84525000,84550000
chr8_3382,chr8,84550000,84575000
chr8_3383,chr8,84575000,84600000
chr8_3384,chr8,84600000,84625000
chr8_3385,chr8,84625000,84650000
chr8_3386,chr8,84650000,84675000
chr8_3387,chr8,84675000,84700000
chr8_3388,chr8,84700000,84725000
chr8_3389,chr8,84725000,84750000
chr8_3390,chr8,84750000,84775000
chr8_3391,chr8,84775000,84800000
chr8_3392,chr8,84800000,84825000
chr8_3393,chr8,84825000,84850000
chr8_3394,chr8,84850000,84875000
chr8_3395,chr8,84875000,84900000
chr8_3396,chr8,84900000,84925000
chr8_3397,chr8,84925000,84950000
chr8_3398,chr8,84950000,84975000
chr8_3399,chr8,84975000,85000000
chr8_3400,chr8,85000000,85025000
chr8_3401,chr8,85025000,85050000
chr8_3402,chr8,85050000,85075000
chr8_3403,chr8,85075000,85100000
chr8_3404,chr8,85100000,85125000
chr8_3405,chr8,85125000,85150000
chr8_3406,chr8,85150000,85175000
chr8_3407,chr8,85175000,85200000
chr8_3408,chr8,85200000,85225000
chr8_3409,chr8,85225000,85250000
chr8_3410,chr8,85250000,85275000
chr8_3411,chr8,85275000,85300000
chr8_3412,chr8,85300000,85325000
chr8_3413,chr8,85325000,85350000
chr8_3414,chr8,85350000,85375000
chr8_3415,chr8,85375000,85400000
chr8_3416,chr8,85400000,85425000
chr8_3417,chr8,85425000,85450000
chr8_3418,chr8,85450000,85475000
chr8_3419,chr8,85475000,85500000
chr8_3420,chr8,85500000,85525000
chr8_3421,chr8,85525000,85550000
chr8_3422,chr8,85550000,85575000
chr8_3423,chr8,85575000,85600000
chr8_3424,chr8,85600000,85625000
chr8_3425,chr8,85625000,85650000
chr8_3426,chr8,85650000,85675000
chr8_3427,chr8,85675000,85700000
chr8_3428,chr8,85700000,85725000
chr8_3429,chr8,85725000,85750000
chr8_3430,chr8,85750000,85775000
chr8_3431,chr8,85775000,85800000
chr8_3432,chr8,85800000,85825000
chr8_3433,chr8,85825000,85850000
chr8_3434,chr8,85850000,85875000
chr8_3435,chr8,85875000,85900000
chr8_3436,chr8,85900000,85925000
chr8_3437,chr8,85925000,85950000
chr8_3438,chr8,85950000,85975000
chr8_3439,chr8,85975000,86000000
chr8_3440,chr8,86000000,86025000
chr8_3441,chr8,86025000,86050000
chr8_3442,chr8,86050000,86075000
chr8_3443,chr8,86075000,86100000
chr8_3444,chr8,86100000,86125000
chr8_3445,chr8,86125000,86150000
chr8_3446,chr8,86150000,86175000
chr8_3447,chr8,86175000,86200000
chr8_3448,chr8,86200000,86225000
chr8_3449,chr8,86225000,86250000
chr8_3450,chr8,86250000,86275000
chr8_3451,chr8,86275000,86300000
chr8_3452,chr8,86300000,86325000
chr8_3453,chr8,86325000,86350000
chr8_3454,chr8,86350000,86375000
chr8_3455,chr8,86375000,86400000
chr8_3456,chr8,86400000,86425000
chr8_3457,chr8,86425000,86450000
chr8_3458,chr8,86450000,86475000
chr8_3459,chr8,86475000,86500000
chr8_3460,chr8,86500000,86525000
chr8_3461,chr8,86525000,86550000
chr8_3462,chr8,86550000,86575000
chr8_3463,chr8,86575000,86600000
chr8_3464,chr8,86600000,86625000
chr8_3465,chr8,86625000,86650000
chr8_3466,chr8,86650000,86675000
chr8_3467,chr8,86675000,86700000
chr8_3468,chr8,86700000,86725000
chr8_3469,chr8,86725000,86750000
chr8_3470,chr8,86750000,86775000
chr8_3471,chr8,86775000,86800000
chr8_3472,chr8,86800000,86825000
chr8_3473,chr8,86825000,86850000
chr8_3474,chr8,86850000,86875000
chr8_3475,chr8,86875000,86900000
chr8_3476,chr8,86900000,86925000
chr8_3477,chr8,86925000,86950000
chr8_3478,chr8,86950000,86975000
chr8_3479,chr8,86975000,87000000
chr8_3480,chr8,87000000,87025000
chr8_3481,chr8,87025000,87050000
chr8_3482,chr8,87050000,87075000
chr8_3483,chr8,87075000,87100000
chr8_3484,chr8,87100000,87125000
chr8_3485,chr8,87125000,87150000
chr8_3486,chr8,87150000,87175000
chr8_3487,chr8,87175000,87200000
chr8_3488,chr8,87200000,87225000
chr8_3489,chr8,87225000,87250000
chr8_3490,chr8,87250000,87275000
chr8_3491,chr8,87275000,87300000
chr8_3492,chr8,87300000,87325000
chr8_3493,chr8,87325000,87350000
chr8_3494,chr8,87350000,87375000
chr8_3495,chr8,87375000,87400000
chr8_3496,chr8,87400000,87425000
chr8_3497,chr8,87425000,87450000
chr8_3498,chr8,87450000,87475000
chr8_3499,chr8,87475000,87500000
chr8_3500,chr8,87500000,87525000
chr8_3501,chr8,87525000,87550000
chr8_3502,chr8,87550000,87575000
chr8_3503,chr8,87575000,87600000
chr8_3504,chr8,87600000,87625000
chr8_3505,chr8,87625000,87650000
chr8_3506,chr8,87650000,87675000
chr8_3507,chr8,87675000,87700000
chr8_3508,chr8,87700000,87725000
chr8_3509,chr8,87725000,87750000
chr8_3510,chr8,87750000,87775000
chr8_3511,chr8,87775000,87800000
chr8_3512,chr8,87800000,87825000
chr8_3513,chr8,87825000,87850000
chr8_3514,chr8,87850000,87875000
chr8_3515,chr8,87875000,87900000
chr8_3516,chr8,87900000,87925000
chr8_3517,chr8,87925000,87950000
chr8_3518,chr8,87950000,87975000
chr8_3519,chr8,87975000,88000000
chr8_3520,chr8,88000000,88025000
chr8_3521,chr8,88025000,88050000
chr8_3522,chr8,88050000,88075000
chr8_3523,chr8,88075000,88100000
chr8_3524,chr8,88100000,88125000
chr8_3525,chr8,88125000,88150000
chr8_3526,chr8,88150000,88175000
chr8_3527,chr8,88175000,88200000
chr8_3528,chr8,88200000,88225000
chr8_3529,chr8,88225000,88250000
chr8_3530,chr8,88250000,88275000
chr8_3531,chr8,88275000,88300000
chr8_3532,chr8,88300000,88325000
chr8_3533,chr8,88325000,88350000
chr8_3534,chr8,88350000,88375000
chr8_3535,chr8,88375000,88400000
chr8_3536,chr8,88400000,88425000
chr8_3537,chr8,88425000,88450000
chr8_3538,chr8,88450000,88475000
chr8_3539,chr8,88475000,88500000
chr8_3540,chr8,88500000,88525000
chr8_3541,chr8,88525000,88550000
chr8_3542,chr8,88550000,88575000
chr8_3543,chr8,88575000,88600000
chr8_3544,chr8,88600000,88625000
chr8_3545,chr8,88625000,88650000
chr8_3546,chr8,88650000,88675000
chr8_3547,chr8,88675000,88700000
chr8_3548,chr8,88700000,88725000
chr8_3549,chr8,88725000,88750000
chr8_3550,chr8,88750000,88775000
chr8_3551,chr8,88775000,88800000
chr8_3552,chr8,88800000,88825000
chr8_3553,chr8,88825000,88850000
chr8_3554,chr8,88850000,88875000
chr8_3555,chr8,88875000,88900000
chr8_3556,chr8,88900000,88925000
chr8_3557,chr8,88925000,88950000
chr8_3558,chr8,88950000,88975000
chr8_3559,chr8,88975000,89000000
chr8_3560,chr8,89000000,89025000
chr8_3561,chr8,89025000,89050000
chr8_3562,chr8,89050000,89075000
chr8_3563,chr8,89075000,89100000
chr8_3564,chr8,89100000,89125000
chr8_3565,chr8,89125000,89150000
chr8_3566,chr8,89150000,89175000
chr8_3567,chr8,89175000,89200000
chr8_3568,chr8,89200000,89225000
chr8_3569,chr8,89225000,89250000
chr8_3570,chr8,89250000,89275000
chr8_3571,chr8,89275000,89300000
chr8_3572,chr8,89300000,89325000
chr8_3573,chr8,89325000,89350000
chr8_3574,chr8,89350000,89375000
chr8_3575,chr8,89375000,89400000
chr8_3576,chr8,89400000,89425000
chr8_3577,chr8,89425000,89450000
chr8_3578,chr8,89450000,89475000
chr8_3579,chr8,89475000,89500000
chr8_3580,chr8,89500000,89525000
chr8_3581,chr8,89525000,89550000
chr8_3582,chr8,89550000,89575000
chr8_3583,chr8,89575000,89600000
chr8_3584,chr8,89600000,89625000
chr8_3585,chr8,89625000,89650000
chr8_3586,chr8,89650000,89675000
chr8_3587,chr8,89675000,89700000
chr8_3588,chr8,89700000,89725000
chr8_3589,chr8,89725000,89750000
chr8_3590,chr8,89750000,89775000
chr8_3591,chr8,89775000,89800000
chr8_3592,chr8,89800000,89825000
chr8_3593,chr8,89825000,89850000
chr8_3594,chr8,89850000,89875000
chr8_3595,chr8,89875000,89900000
chr8_3596,chr8,89900000,89925000
chr8_3597,chr8,89925000,89950000
chr8_3598,chr8,89950000,89975000
chr8_3599,chr8,89975000,90000000
chr8_3600,chr8,90000000,90025000
chr8_3601,chr8,90025000,90050000
chr8_3602,chr8,90050000,90075000
chr8_3603,chr8,90075000,90100000
chr8_3604,chr8,90100000,90125000
chr8_3605,chr8,90125000,90150000
chr8_3606,chr8,90150000,90175000
chr8_3607,chr8,90175000,90200000
chr8_3608,chr8,90200000,90225000
chr8_3609,chr8,90225000,90250000
chr8_3610,chr8,90250000,90275000
chr8_3611,chr8,90275000,90300000
chr8_3612,chr8,90300000,90325000
chr8_3613,chr8,90325000,90350000
chr8_3614,chr8,90350000,90375000
chr8_3615,chr8,90375000,90400000
chr8_3616,chr8,90400000,90425000
chr8_3617,chr8,90425000,90450000
chr8_3618,chr8,90450000,90475000
chr8_3619,chr8,90475000,90500000
chr8_3620,chr8,90500000,90525000
chr8_3621,chr8,90525000,90550000
chr8_3622,chr8,90550000,90575000
chr8_3623,chr8,90575000,90600000
chr8_3624,chr8,90600000,90625000
chr8_3625,chr8,90625000,90650000
chr8_3626,chr8,90650000,90675000
chr8_3627,chr8,90675000,90700000
chr8_3628,chr8,90700000,90725000
chr8_3629,chr8,90725000,90750000
chr8_3630,chr8,90750000,90775000
chr8_3631,chr8,90775000,90800000
chr8_3632,chr8,90800000,90825000
chr8_3633,chr8,90825000,90850000
chr8_3634,chr8,90850000,90875000
chr8_3635,chr8,90875000,90900000
chr8_3636,chr8,90900000,90925000
chr8_3637,chr8,90925000,90950000
chr8_3638,chr8,90950000,90975000
chr8_3639,chr8,90975000,91000000
chr8_3640,chr8,91000000,91025000
chr8_3641,chr8,91025000,91050000
chr8_3642,chr8,91050000,91075000
chr8_3643,chr8,91075000,91100000
chr8_3644,chr8,91100000,91125000
chr8_3645,chr8,91125000,91150000
chr8_3646,chr8,91150000,91175000
chr8_3647,chr8,91175000,91200000
chr8_3648,chr8,91200000,91225000
chr8_3649,chr8,91225000,91250000
chr8_3650,chr8,91250000,91275000
chr8_3651,chr8,91275000,91300000
chr8_3652,chr8,91300000,91325000
chr8_3653,chr8,91325000,91350000
chr8_3654,chr8,91350000,91375000
chr8_3655,chr8,91375000,91400000
chr8_3656,chr8,91400000,91425000
chr8_3657,chr8,91425000,91450000
chr8_3658,chr8,91450000,91475000
chr8_3659,chr8,91475000,91500000
chr8_3660,chr8,91500000,91525000
chr8_3661,chr8,91525000,91550000
chr8_3662,chr8,91550000,91575000
chr8_3663,chr8,91575000,91600000
chr8_3664,chr8,91600000,91625000
chr8_3665,chr8,91625000,91650000
chr8_3666,chr8,91650000,91675000
chr8_3667,chr8,91675000,91700000
chr8_3668,chr8,91700000,91725000
chr8_3669,chr8,91725000,91750000
chr8_3670,chr8,91750000,91775000
chr8_3671,chr8,91775000,91800000
chr8_3672,chr8,91800000,91825000
chr8_3673,chr8,91825000,91850000
chr8_3674,chr8,91850000,91875000
chr8_3675,chr8,91875000,91900000
chr8_3676,chr8,91900000,91925000
chr8_3677,chr8,91925000,91950000
chr8_3678,chr8,91950000,91975000
chr8_3679,chr8,91975000,92000000
chr8_3680,chr8,92000000,92025000
chr8_3681,chr8,92025000,92050000
chr8_3682,chr8,92050000,92075000
chr8_3683,chr8,92075000,92100000
chr8_3684,chr8,92100000,92125000
chr8_3685,chr8,92125000,92150000
chr8_3686,chr8,92150000,92175000
chr8_3687,chr8,92175000,92200000
chr8_3688,chr8,92200000,92225000
chr8_3689,chr8,92225000,92250000
chr8_3690,chr8,92250000,92275000
chr8_3691,chr8,92275000,92300000
chr8_3692,chr8,92300000,92325000
chr8_3693,chr8,92325000,92350000
chr8_3694,chr8,92350000,92375000
chr8_3695,chr8,92375000,92400000
chr8_3696,chr8,92400000,92425000
chr8_3697,chr8,92425000,92450000
chr8_3698,chr8,92450000,92475000
chr8_3699,chr8,92475000,92500000
chr8_3700,chr8,92500000,92525000
chr8_3701,chr8,92525000,92550000
chr8_3702,chr8,92550000,92575000
chr8_3703,chr8,92575000,92600000
chr8_3704,chr8,92600000,92625000
chr8_3705,chr8,92625000,92650000
chr8_3706,chr8,92650000,92675000
chr8_3707,chr8,92675000,92700000
chr8_3708,chr8,92700000,92725000
chr8_3709,chr8,92725000,92750000
chr8_3710,chr8,92750000,92775000
chr8_3711,chr8,92775000,92800000
chr8_3712,chr8,92800000,92825000
chr8_3713,chr8,92825000,92850000
chr8_3714,chr8,92850000,92875000
chr8_3715,chr8,92875000,92900000
chr8_3716,chr8,92900000,92925000
chr8_3717,chr8,92925000,92950000
chr8_3718,chr8,92950000,92975000
chr8_3719,chr8,92975000,93000000
chr8_3720,chr8,93000000,93025000
chr8_3721,chr8,93025000,93050000
chr8_3722,chr8,93050000,93075000
chr8_3723,chr8,93075000,93100000
chr8_3724,chr8,93100000,93125000
chr8_3725,chr8,93125000,93150000
chr8_3726,chr8,93150000,93175000
chr8_3727,chr8,93175000,93200000
chr8_3728,chr8,93200000,93225000
chr8_3729,chr8,93225000,93250000
chr8_3730,chr8,93250000,93275000
chr8_3731,chr8,93275000,93300000
chr8_3732,chr8,93300000,93325000
chr8_3733,chr8,93325000,93350000
chr8_3734,chr8,93350000,93375000
chr8_3735,chr8,93375000,93400000
chr8_3736,chr8,93400000,93425000
chr8_3737,chr8,93425000,93450000
chr8_3738,chr8,93450000,93475000
chr8_3739,chr8,93475000,93500000
chr8_3740,chr8,93500000,93525000
chr8_3741,chr8,93525000,93550000
chr8_3742,chr8,93550000,93575000
chr8_3743,chr8,93575000,93600000
chr8_3744,chr8,93600000,93625000
chr8_3745,chr8,93625000,93650000
chr8_3746,chr8,93650000,93675000
chr8_3747,chr8,93675000,93700000
chr8_3748,chr8,93700000,93725000
chr8_3749,chr8,93725000,93750000
chr8_3750,chr8,93750000,93775000
chr8_3751,chr8,93775000,93800000
chr8_3752,chr8,93800000,93825000
chr8_3753,chr8,93825000,93850000
chr8_3754,chr8,93850000,93875000
chr8_3755,chr8,93875000,93900000
chr8_3756,chr8,93900000,93925000
chr8_3757,chr8,93925000,93950000
chr8_3758,chr8,93950000,93975000
chr8_3759,chr8,93975000,94000000
chr8_3760,chr8,94000000,94025000
chr8_3761,chr8,94025000,94050000
chr8_3762,chr8,94050000,94075000
chr8_3763,chr8,94075000,94100000
chr8_3764,chr8,94100000,94125000
chr8_3765,chr8,94125000,94150000
chr8_3766,chr8,94150000,94175000
chr8_3767,chr8,94175000,94200000
chr8_3768,chr8,94200000,94225000
chr8_3769,chr8,94225000,94250000
chr8_3770,chr8,94250000,94275000
chr8_3771,chr8,94275000,94300000
chr8_3772,chr8,94300000,94325000
chr8_3773,chr8,94325000,94350000
chr8_3774,chr8,94350000,94375000
chr8_3775,chr8,94375000,94400000
chr8_3776,chr8,94400000,94425000
chr8_3777,chr8,94425000,94450000
chr8_3778,chr8,94450000,94475000
chr8_3779,chr8,94475000,94500000
chr8_3780,chr8,94500000,94525000
chr8_3781,chr8,94525000,94550000
chr8_3782,chr8,94550000,94575000
chr8_3783,chr8,94575000,94600000
chr8_3784,chr8,94600000,94625000
chr8_3785,chr8,94625000,94650000
chr8_3786,chr8,94650000,94675000
chr8_3787,chr8,94675000,94700000
chr8_3788,chr8,94700000,94725000
chr8_3789,chr8,94725000,94750000
chr8_3790,chr8,94750000,94775000
chr8_3791,chr8,94775000,94800000
chr8_3792,chr8,94800000,94825000
chr8_3793,chr8,94825000,94850000
chr8_3794,chr8,94850000,94875000
chr8_3795,chr8,94875000,94900000
chr8_3796,chr8,94900000,94925000
chr8_3797,chr8,94925000,94950000
chr8_3798,chr8,94950000,94975000
chr8_3799,chr8,94975000,95000000
chr8_3800,chr8,95000000,95025000
chr8_3801,chr8,95025000,95050000
chr8_3802,chr8,95050000,95075000
chr8_3803,chr8,95075000,95100000
chr8_3804,chr8,95100000,95125000
chr8_3805,chr8,95125000,95150000
chr8_3806,chr8,95150000,95175000
chr8_3807,chr8,95175000,95200000
chr8_3808,chr8,95200000,95225000
chr8_3809,chr8,95225000,95250000
chr8_3810,chr8,95250000,95275000
chr8_3811,chr8,95275000,95300000
chr8_3812,chr8,95300000,95325000
chr8_3813,chr8,95325000,95350000
chr8_3814,chr8,95350000,95375000
chr8_3815,chr8,95375000,95400000
chr8_3816,chr8,95400000,95425000
chr8_3817,chr8,95425000,95450000
chr8_3818,chr8,95450000,95475000
chr8_3819,chr8,95475000,95500000
chr8_3820,chr8,95500000,95525000
chr8_3821,chr8,95525000,95550000
chr8_3822,chr8,95550000,95575000
chr8_3823,chr8,95575000,95600000
chr8_3824,chr8,95600000,95625000
chr8_3825,chr8,95625000,95650000
chr8_3826,chr8,95650000,95675000
chr8_3827,chr8,95675000,95700000
chr8_3828,chr8,95700000,95725000
chr8_3829,chr8,95725000,95750000
chr8_3830,chr8,95750000,95775000
chr8_3831,chr8,95775000,95800000
chr8_3832,chr8,95800000,95825000
chr8_3833,chr8,95825000,95850000
chr8_3834,chr8,95850000,95875000
chr8_3835,chr8,95875000,95900000
chr8_3836,chr8,95900000,95925000
chr8_3837,chr8,95925000,95950000
chr8_3838,chr8,95950000,95975000
chr8_3839,chr8,95975000,96000000
chr8_3840,chr8,96000000,96025000
chr8_3841,chr8,96025000,96050000
chr8_3842,chr8,96050000,96075000
chr8_3843,chr8,96075000,96100000
chr8_3844,chr8,96100000,96125000
chr8_3845,chr8,96125000,96150000
chr8_3846,chr8,96150000,96175000
chr8_3847,chr8,96175000,96200000
chr8_3848,chr8,96200000,96225000
chr8_3849,chr8,96225000,96250000
chr8_3850,chr8,96250000,96275000
chr8_3851,chr8,96275000,96300000
chr8_3852,chr8,96300000,96325000
chr8_3853,chr8,96325000,96350000
chr8_3854,chr8,96350000,96375000
chr8_3855,chr8,96375000,96400000
chr8_3856,chr8,96400000,96425000
chr8_3857,chr8,96425000,96450000
chr8_3858,chr8,96450000,96475000
chr8_3859,chr8,96475000,96500000
chr8_3860,chr8,96500000,96525000
chr8_3861,chr8,96525000,96550000
chr8_3862,chr8,96550000,96575000
chr8_3863,chr8,96575000,96600000
chr8_3864,chr8,96600000,96625000
chr8_3865,chr8,96625000,96650000
chr8_3866,chr8,96650000,96675000
chr8_3867,chr8,96675000,96700000
chr8_3868,chr8,96700000,96725000
chr8_3869,chr8,96725000,96750000
chr8_3870,chr8,96750000,96775000
chr8_3871,chr8,96775000,96800000
chr8_3872,chr8,96800000,96825000
chr8_3873,chr8,96825000,96850000
chr8_3874,chr8,96850000,96875000
chr8_3875,chr8,96875000,96900000
chr8_3876,chr8,96900000,96925000
chr8_3877,chr8,96925000,96950000
chr8_3878,chr8,96950000,96975000
chr8_3879,chr8,96975000,97000000
chr8_3880,chr8,97000000,97025000
chr8_3881,chr8,97025000,97050000
chr8_3882,chr8,97050000,97075000
chr8_3883,chr8,97075000,97100000
chr8_3884,chr8,97100000,97125000
chr8_3885,chr8,97125000,97150000
chr8_3886,chr8,97150000,97175000
chr8_3887,chr8,97175000,97200000
chr8_3888,chr8,97200000,97225000
chr8_3889,chr8,97225000,97250000
chr8_3890,chr8,97250000,97275000
chr8_3891,chr8,97275000,97300000
chr8_3892,chr8,97300000,97325000
chr8_3893,chr8,97325000,97350000
chr8_3894,chr8,97350000,97375000
chr8_3895,chr8,97375000,97400000
chr8_3896,chr8,97400000,97425000
chr8_3897,chr8,97425000,97450000
chr8_3898,chr8,97450000,97475000
chr8_3899,chr8,97475000,97500000
chr8_3900,chr8,97500000,97525000
chr8_3901,chr8,97525000,97550000
chr8_3902,chr8,97550000,97575000
chr8_3903,chr8,97575000,97600000
chr8_3904,chr8,97600000,97625000
chr8_3905,chr8,97625000,97650000
chr8_3906,chr8,97650000,97675000
chr8_3907,chr8,97675000,97700000
chr8_3908,chr8,97700000,97725000
chr8_3909,chr8,97725000,97750000
chr8_3910,chr8,97750000,97775000
chr8_3911,chr8,97775000,97800000
chr8_3912,chr8,97800000,97825000
chr8_3913,chr8,97825000,97850000
chr8_3914,chr8,97850000,97875000
chr8_3915,chr8,97875000,97900000
chr8_3916,chr8,97900000,97925000
chr8_3917,chr8,97925000,97950000
chr8_3918,chr8,97950000,97975000
chr8_3919,chr8,97975000,98000000
chr8_3920,chr8,98000000,98025000
chr8_3921,chr8,98025000,98050000
chr8_3922,chr8,98050000,98075000
chr8_3923,chr8,98075000,98100000
chr8_3924,chr8,98100000,98125000
chr8_3925,chr8,98125000,98150000
chr8_3926,chr8,98150000,98175000
chr8_3927,chr8,98175000,98200000
chr8_3928,chr8,98200000,98225000
chr8_3929,chr8,98225000,98250000
chr8_3930,chr8,98250000,98275000
chr8_3931,chr8,98275000,98300000
chr8_3932,chr8,98300000,98325000
chr8_3933,chr8,98325000,98350000
chr8_3934,chr8,98350000,98375000
chr8_3935,chr8,98375000,98400000
chr8_3936,chr8,98400000,98425000
chr8_3937,chr8,98425000,98450000
chr8_3938,chr8,98450000,98475000
chr8_3939,chr8,98475000,98500000
chr8_3940,chr8,98500000,98525000
chr8_3941,chr8,98525000,98550000
chr8_3942,chr8,98550000,98575000
chr8_3943,chr8,98575000,98600000
chr8_3944,chr8,98600000,98625000
chr8_3945,chr8,98625000,98650000
chr8_3946,chr8,98650000,98675000
chr8_3947,chr8,98675000,98700000
chr8_3948,chr8,98700000,98725000
chr8_3949,chr8,98725000,98750000
chr8_3950,chr8,98750000,98775000
chr8_3951,chr8,98775000,98800000
chr8_3952,chr8,98800000,98825000
chr8_3953,chr8,98825000,98850000
chr8_3954,chr8,98850000,98875000
chr8_3955,chr8,98875000,98900000
chr8_3956,chr8,98900000,98925000
chr8_3957,chr8,98925000,98950000
chr8_3958,chr8,98950000,98975000
chr8_3959,chr8,98975000,99000000
chr8_3960,chr8,99000000,99025000
chr8_3961,chr8,99025000,99050000
chr8_3962,chr8,99050000,99075000
chr8_3963,chr8,99075000,99100000
chr8_3964,chr8,99100000,99125000
chr8_3965,chr8,99125000,99150000
chr8_3966,chr8,99150000,99175000
chr8_3967,chr8,99175000,99200000
chr8_3968,chr8,99200000,99225000
chr8_3969,chr8,99225000,99250000
chr8_3970,chr8,99250000,99275000
chr8_3971,chr8,99275000,99300000
chr8_3972,chr8,99300000,99325000
chr8_3973,chr8,99325000,99350000
chr8_3974,chr8,99350000,99375000
chr8_3975,chr8,99375000,99400000
chr8_3976,chr8,99400000,99425000
chr8_3977,chr8,99425000,99450000
chr8_3978,chr8,99450000,99475000
chr8_3979,chr8,99475000,99500000
chr8_3980,chr8,99500000,99525000
chr8_3981,chr8,99525000,99550000
chr8_3982,chr8,99550000,99575000
chr8_3983,chr8,99575000,99600000
chr8_3984,chr8,99600000,99625000
chr8_3985,chr8,99625000,99650000
chr8_3986,chr8,99650000,99675000
chr8_3987,chr8,99675000,99700000
chr8_3988,chr8,99700000,99725000
chr8_3989,chr8,99725000,99750000
chr8_3990,chr8,99750000,99775000
chr8_3991,chr8,99775000,99800000
chr8_3992,chr8,99800000,99825000
chr8_3993,chr8,99825000,99850000
chr8_3994,chr8,99850000,99875000
chr8_3995,chr8,99875000,99900000
chr8_3996,chr8,99900000,99925000
chr8_3997,chr8,99925000,99950000
chr8_3998,chr8,99950000,99975000
chr8_3999,chr8,99975000,100000000
chr8_4000,chr8,100000000,100025000
chr8_4001,chr8,100025000,100050000
chr8_4002,chr8,100050000,100075000
chr8_4003,chr8,100075000,100100000
chr8_4004,chr8,100100000,100125000
chr8_4005,chr8,100125000,100150000
chr8_4006,chr8,100150000,100175000
chr8_4007,chr8,100175000,100200000
chr8_4008,chr8,100200000,100225000
chr8_4009,chr8,100225000,100250000
chr8_4010,chr8,100250000,100275000
chr8_4011,chr8,100275000,100300000
chr8_4012,chr8,100300000,100325000
chr8_4013,chr8,100325000,100350000
chr8_4014,chr8,100350000,100375000
chr8_4015,chr8,100375000,100400000
chr8_4016,chr8,100400000,100425000
chr8_4017,chr8,100425000,100450000
chr8_4018,chr8,100450000,100475000
