Gene Input,Vizgen Gene,Ensemble ID,Transcript,Notes,Abundance,Target Regions,Type
ENSMUSG00000112771.1,Gm47718,ENSMUSG00000112771,ENSMUST00000218099,,0,50,MERFISH
ENSMUSG00000112878.1,1700042O05Rik,ENSMUSG00000112878,ENSMUST00000219017,,0,48,MERFISH
ENSMUSG00000112030.1,Gm35189,ENSMUSG00000112030,ENSMUST00000219319,,0.0319708333333333,56,MERFISH
ENSMUSG00000112498.1,Gm47691,ENSMUSG00000112498,ENSMUST00000219965,,0,54,MERFISH
ENSMUSG00000021366.8,Hivep1,ENSMUSG00000021366,ENSMUST00000220525,,8.730972125000001,42,MERFISH
ENSMUSG00000021478.6,Drd1,ENSMUSG00000021478,ENSMUST00000221470,,5.817907416666666,94,MERFISH
ENSMUSG00000041992.9,Rapgef5,ENSMUSG00000041992,ENSMUST00000222185,,12.325497666666664,159,MERFISH
ENSMUSG00000113425.1,Gm48653,ENSMUSG00000113425,ENSMUST00000222671,,0.5158403333333333,67,MERFISH
ENSMUSG00000024983.10,Vti1a,ENSMUSG00000024983,ENSMUST00000223690,,4.988677875,56,MERFISH
ENSMUSG00000024561.10,Mbd1,ENSMUSG00000024561,ENSMUST00000224332,,4.6707565,77,MERFISH
ENSMUSG00000114436.1,Gm48283,ENSMUSG00000114436,ENSMUST00000224546,,16.57305991666667,55,MERFISH
ENSMUSG00000045731.6,Pnoc,ENSMUSG00000045731,ENSMUST00000224594,,4.180950791666667,54,MERFISH
ENSMUSG00000114957.1,Gm47316,ENSMUSG00000114957,ENSMUST00000224937,,0.0074786666666666,51,MERFISH
ENSMUSG00000033730.4,Egr3,ENSMUSG00000033730,ENSMUST00000225200,,15.552751166666663,110,MERFISH
ENSMUSG00000040957.15,Cables1,ENSMUSG00000040957,ENSMUST00000225430,,3.7555697916666655,76,MERFISH
ENSMUSG00000049295.17,Zfp219,ENSMUSG00000049295,ENSMUST00000226522,,7.874901291666667,60,MERFISH
ENSMUSG00000115124.1,Gm49201,ENSMUSG00000115124,ENSMUST00000227403,,1.0855458333333334,45,MERFISH
ENSMUSG00000115230.1,AU022793,ENSMUSG00000115230,ENSMUST00000227886,,0.1035507916666666,53,MERFISH
ENSMUSG00000022996.15,Wnt10b,ENSMUSG00000022996,ENSMUST00000228546,,0.1732239166666666,53,MERFISH
ENSMUSG00000115791.1,Vmn1r217,ENSMUSG00000115791,ENSMUST00000228656,,0.0016301666666666,181,MERFISH
ENSMUSG00000043460.7,Elfn2,ENSMUSG00000043460,ENSMUST00000229441,,10.926253291666669,86,MERFISH
ENSMUSG00000116029.1,Gm41414,ENSMUSG00000116029,ENSMUST00000229837,,0.7697452916666667,48,MERFISH
ENSMUSG00000022332.8,Khdrbs3,ENSMUSG00000022332,ENSMUST00000230073,,26.088135,45,MERFISH
ENSMUSG00000044471.12,Lncpint,ENSMUSG00000044471,ENSMUST00000231007,,2.764075958333333,55,MERFISH
ENSMUSG00000116725.1,Gm29686,ENSMUSG00000116725,ENSMUST00000232339,,0.0566595,62,MERFISH
ENSMUSG00000116551.1,Gm41517,ENSMUSG00000116551,ENSMUST00000232522,,0.0707218333333333,51,MERFISH
ENSMUSG00000024219.16,Anks1,ENSMUSG00000024219,ENSMUST00000232872,,2.7650641666666664,54,MERFISH
ENSMUSG00000023067.14,Cdkn1a,ENSMUSG00000023067,ENSMUST00000233296,,9.571590625,63,MERFISH
ENSMUSG00000040732.20,Erg,ENSMUSG00000040732,ENSMUST00000233881,,0.558232375,54,MERFISH
ENSMUSG00000024107.7,Lhcgr,ENSMUSG00000024107,ENSMUST00000234881,,0.0654139166666666,50,MERFISH
ENSMUSG00000117762.1,Gm30889,ENSMUSG00000117762,ENSMUST00000236957,,0.016425,58,MERFISH
ENSMUSG00000118412.1,AC125126.1,ENSMUSG00000118412,ENSMUST00000238497,,0,46,MERFISH
ENSMUSG00000024411.10,Aqp4,ENSMUSG00000024411,ENSMUST00000238946,,22.365412041666666,140,MERFISH
